"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","blank","sample","LCMS_1","LCMS_2","LCMSMS_1","LCMSMS_2","blank_median_I","sample_median_I","blank_RSD_I","sample_RSD_I","blank_coverage","sample_coverage","blank_RSD_RT","sample_RSD_RT","rsd_all_RT","grpid","blank_valid","sample_valid","all_sample_valid","mzmin_full","mzmax_full","rtmin_full","rtmax_full","mzmin_full.1","mzmax_full.1","rtmin_full.1","rtmax_full.1","xcmsIDx"
"479",344.102049828699,344.101985363153,344.102114294246,255.938652,255.82536,256.051944,2,2,0,23328687.5527742,24512856.4482472,NA,NA,23920772.0005107,NA,3.50044662455395,NA,1,0,0.0626005809034325,NA,0.0626005809034325,479,1,0,0,344.099853515625,344.200622558594,243.386616,270.197628,344.099853515625,344.200622558594,243.386616,270.197628,1
"480",344.156396962732,344.154715643084,344.157671004875,75.453402,71.693154,78.998916,4,2,2,93437620.2725345,94287164.5249238,80938119.714001,77995822.3949779,93862392.3987291,79466971.0544895,0.63999913749339,2.61809196819855,1,1,0.398783825236495,0.170929326389145,5.37138400390976,480,1,1,1,344.132446289062,344.180999755859,58.0581474,84.53241,344.132446289062,344.180999755859,58.0581474,84.53241,1
"481",345.175508130275,345.08891050792,345.21247263705,80.458539,68.848662,129.587628,6,2,2,26913485.8974754,28251610.9127737,10849896.0180636,9872755.98312876,27582548.4051246,10361326.0005962,3.4304200558095,6.66847413961841,1,1,0.418733703215588,0.170262382152377,8.81203746858563,481,1,1,1,344.972717285156,345.137176513672,45.5946402,81.022044,344.972717285156,345.137176513672,45.5946402,81.022044,1
"482",345.17943435305,345.179075508516,345.179793197584,208.821501,208.700286,208.942716,2,2,0,50231191.0614301,50137697.3831058,NA,NA,50184444.2222679,NA,0.131734076098231,NA,1,0,0.0820911142493243,NA,0.0820911142493243,482,1,0,0,345.093811035156,345.212615966797,195.235542,221.252184,345.093811035156,345.212615966797,195.235542,221.252184,1
"483",346.012059394249,346.005480815497,346.013908663862,35.5891863,33.202902,38.0417766,4,2,2,2910783.05096213,2823711.13766313,2795746.68481435,2500958.98272187,2867247.09431263,2648352.83376811,2.14732593039301,7.87079351747145,1,1,0.168159145328131,0.270708596426113,7.66667552749296,483,1,1,1,345.896789550781,346.040435791016,19.957131,43.6903842,345.896789550781,346.040435791016,19.957131,43.6903842,1
"484",346.195293983483,346.193462250557,346.197232215835,180.809235,152.895462,208.353174,4,2,0,56241762.2103232,36225209.798659,NA,NA,46233486.0044911,NA,30.6138281350639,NA,1,0,21.1944111163861,NA,21.1944111163861,484,1,0,0,346.113037109375,346.216369628906,142.000644,166.292016,346.113037109375,346.216369628906,142.000644,166.292016,1
"485",346.181580528827,346.181202903457,346.181958154197,87.136449,86.769174,87.503724,2,2,0,63356936.4801008,65271091.7194379,NA,NA,64314014.0997693,NA,2.10453688659411,NA,1,0,0.596082686500775,NA,0.596082686500775,485,1,0,0,346.053619384766,346.244232177734,73.612908,102.120168,346.053619384766,346.244232177734,73.612908,102.120168,1
"486",347.019498924072,347.019423285526,347.019574562617,38.3554884,38.313393,38.3975838,2,2,0,13489662.5763748,13856534.8094479,NA,NA,13673098.6929114,NA,1.8972864137193,NA,1,0,0.15521086571152,NA,0.15521086571152,486,1,0,0,346.913940429688,347.038970947266,26.3598978,49.7567658,346.913940429688,347.038970947266,26.3598978,49.7567658,1
"487",347.102886271591,347.102842625482,347.1029299177,251.32566,251.276202,251.375118,2,2,0,21801951.6393985,20835488.3940248,NA,NA,21318720.0167116,NA,3.20559918248169,NA,1,0,0.0278300967628497,NA,0.0278300967628497,487,1,0,0,346.978088378906,347.140289306641,238.727676,263.454636,346.978088378906,347.140289306641,238.727676,263.454636,1
"488",347.191262368321,347.113557328617,347.191936720949,78.131175,72.332784,108.754248,6,2,2,165525638.811228,170588379.703465,145407963.780609,141479475.291894,168057009.257346,143443719.536252,2.13016906114831,1.93655104536112,1,1,0.0833633444937892,0.173998324660253,4.41732116271624,488,1,1,1,347.163543701172,347.200073242188,50.0750052,84.53241,347.163543701172,347.200073242188,50.0750052,84.53241,1
"489",348.089533657947,348.087399927237,348.091816762336,62.5276269,58.695012,66.147648,4,2,2,397228903.712616,392517009.522766,286279620.387582,283240790.882816,394872956.617691,284760205.635199,0.843768173545066,0.754591725657777,1,1,0.493354510567367,0.212361778196232,6.61244456450346,489,1,1,1,348.069396972656,348.195434570312,45.9141348,70.740282,348.069396972656,348.195434570312,45.9141348,70.740282,1
"490",348.977323470123,348.974030626526,348.979808292867,35.0679018,32.00445,38.0417766,4,2,2,3186204.23713539,3045473.30015851,1512156.8687102,1655752.09497899,3115838.76864695,1583954.48184459,3.19374034563098,6.4103583407543,1,1,0.517173684592803,0.270708596426113,9.6381910108364,490,1,1,1,348.853607177734,349.028839111328,17.8017036,43.056396,348.853607177734,349.028839111328,17.8017036,43.056396,1
"491",349.151629999048,349.151629999048,349.151629999048,314.99565,314.99565,314.99565,1,1,0,NA,5560362.25464089,NA,NA,5560362.25464089,NA,NA,NA,0.5,0,NA,NA,NA,491,1,0,0,349.150024414062,349.241973876953,302.003514,327.363906,349.150024414062,349.241973876953,302.003514,327.363906,1
"492",349.098486276583,349.097424245908,349.100573933912,62.8463145,59.3318988,66.865908,4,2,2,47193729.218573,49109407.8772129,32704296.3375929,31028113.2058998,48151568.5478929,31866204.7717464,2.81317807695359,3.71942773675261,1,1,0.488655022110338,0.976015150813344,6.33217581381127,492,1,1,1,349.070831298828,349.197326660156,45.2751342,71.374908,349.070831298828,349.197326660156,45.2751342,71.374908,1
"493",350.109426344072,350.105888256956,350.114358660716,57.1038942,29.1314568,57.1967148,3,2,0,13835868.7469074,23868325.8637962,NA,NA,18852097.3053518,NA,37.6298633749433,NA,1,0,0.11484466490254,NA,0.11484466490254,493,1,0,0,349.952178955078,350.145111083984,18.222126,69.164166,349.952178955078,350.145111083984,18.222126,69.164166,1
"494",350.135365248999,350.134950008727,350.135780489271,197.607378,197.561094,197.653662,2,2,0,17090009.5222857,16941354.0041601,NA,NA,17015681.7632229,NA,0.617755587992735,NA,1,0,0.0331239962714734,NA,0.0331239962714734,494,1,0,0,350.120086669922,350.170745849609,184.150824,211.51953,350.120086669922,350.170745849609,184.150824,211.51953,1
"495",350.203934517218,350.203769616831,350.204099417605,332.646,332.484654,332.807346,2,2,0,14992264.5844653,15640199.1451886,NA,NA,15316231.8648269,NA,2.99132923617262,NA,1,0,0.0685947528106942,NA,0.0685947528106942,495,1,0,0,350.153717041016,350.20458984375,315.356028,345.950658,350.153717041016,350.20458984375,315.356028,345.950658,1
"496",351.014128392747,350.992679258182,351.023750211752,36.8985645,32.8786392,41.826645,4,2,2,7861298.02628109,7467516.52451088,10592050.8004093,11153611.9314526,7664407.27539598,10872831.365931,3.63296938957558,3.65207249563126,1,1,1.54920687644585,2.82176874461446,12.2360851260188,496,1,1,1,350.858276367188,351.001525878906,21.2666292,41.783133,350.858276367188,351.001525878906,21.2666292,41.783133,1
"497",351.170104630156,351.168226293686,351.171239978663,71.777502,68.848662,74.45592,4,2,2,25434682.5098651,25599736.8752719,23025386.0944779,22085863.3684656,25517209.6925685,22555624.7314718,0.457381753137165,2.94535353620777,1,1,0.418733703215588,0.150683800951652,4.29306060237498,497,1,1,1,351.076263427734,351.211791992188,56.786895,80.058426,351.076263427734,351.211791992188,56.786895,80.058426,1
"498",352.062728300537,352.062670438284,352.063275879513,108.457395,104.174544,112.983072,4,2,2,81406242.2693907,81050271.0551576,74676607.5645286,73887814.6991879,81228256.6622741,74282211.1318583,0.309879430920137,0.750867233938217,1,1,0.51631323416486,0.632594381026449,4.24233657503533,498,1,1,1,352.062103271484,352.062835693359,90.394914,117.568194,352.062103271484,352.062835693359,90.394914,117.568194,1
"499",352.032499009789,352.032279573877,352.032718445702,249.308271,249.25317,249.363372,2,2,0,1919958.19119108,1884225.08126454,NA,NA,1902091.63622781,NA,1.3283862806972,NA,1,0,0.0312563162015233,NA,0.0312563162015233,499,1,0,0,351.922149658203,352.047302246094,236.269062,261.676998,351.922149658203,352.047302246094,236.269062,261.676998,1
"500",352.184264274492,352.184250264186,352.184278284797,319.322943,319.172166,319.47372,2,2,0,44142834.0671618,45647602.2345003,NA,NA,44895218.150831,NA,2.37003364515107,NA,1,0,0.0667759341971038,NA,0.0667759341971038,500,1,0,0,352.183563232422,352.185729980469,299.155392,337.113174,352.183563232422,352.185729980469,299.155392,337.113174,1
"501",353.011479042508,353.011472729603,353.011485355412,337.098951,336.765912,337.43199,2,2,0,8288398.13871391,7759884.42564147,NA,NA,8024141.28217769,NA,4.65739095713151,NA,1,0,0.139718106271755,NA,0.139718106271755,501,1,0,0,353.01123046875,353.011627197266,322.331778,345.950658,353.01123046875,353.011627197266,322.331778,345.950658,1
"502",353.049458414162,353.047924690371,353.050992137953,35.8365498,35.7968838,35.8762158,2,2,0,12133170.3812744,13792068.297654,NA,NA,12962619.3394642,NA,9.04923561549785,NA,1,0,0.156533470655417,NA,0.156533470655417,502,1,0,0,352.951507568359,353.144805908203,26.3598978,45.3591,352.951507568359,353.144805908203,26.3598978,45.3591,1
"503",353.153293530437,353.143758684652,353.163098686452,127.92042,111.021174,144.843012,4,2,0,26371916.5421953,11046597.3446773,NA,NA,18709256.9434363,NA,57.9212587713973,NA,1,0,18.2092797499053,NA,18.2092797499053,503,1,0,0,352.982879638672,353.146514892578,100.181616,121.834248,352.982879638672,353.146514892578,100.181616,121.834248,1
"504",354.010145837896,354.00672843311,354.013563242682,36.6279342,36.4297782,36.8260902,2,2,0,1559913.89845998,1487503.27739819,NA,NA,1523708.58792908,NA,3.36035653984912,NA,1,0,0.765085197367203,NA,0.765085197367203,504,1,0,0,353.878356933594,354.024230957031,25.5880068,47.5202658,353.878356933594,354.024230957031,25.5880068,47.5202658,1
"505",354.161851745343,354.141893597877,354.182224567317,309.644154,293.882526,325.156026,4,2,0,59574804.0761852,23328843.0407426,NA,NA,41451823.5584639,NA,61.8302468711334,NA,1,0,7.07398989402517,NA,7.07398989402517,505,1,0,0,354.141815185547,354.14208984375,277.794318,311.623458,354.141815185547,354.14208984375,277.794318,311.623458,1
"506",354.169164098803,354.166274073694,354.170522499907,68.499264,65.356044,71.396808,4,2,2,74232202.7444227,73814169.5130991,48479632.5506657,47342333.3717521,74023186.1287609,47910982.9612089,0.399326411208656,1.67851275833523,1,1,0.441182914145167,0.161989297149989,4.86171778893777,506,1,1,1,354.114166259766,354.176422119141,52.6307682,78.12666,354.114166259766,354.176422119141,52.6307682,78.12666,1
"507",355.029772340842,355.01100231662,355.048114809128,63.050262,34.5091512,91.376562,4,2,2,9359883.21981512,9360764.05854423,11538553.6621511,12460891.960297,9360323.63917967,11999722.8112241,0.00665411862344202,5.43505608777054,1,1,0.818565497418118,0.144857524328026,51.8487680051022,507,1,1,1,354.854156494141,355.046600341797,20.3967612,45.9141348,354.854156494141,355.046600341797,20.3967612,45.9141348,1
"508",355.184588511898,355.184451916038,355.184725107758,64.299072,64.094544,64.5036,2,2,0,25468582.5036348,25297941.6387494,NA,NA,25383262.0711921,NA,0.475357786440582,NA,1,0,0.449845172703331,NA,0.449845172703331,508,1,0,0,355.156890869141,355.196929931641,51.348891,105.215178,355.156890869141,355.196929931641,51.348891,105.215178,1
"509",355.995424052996,355.991727152282,355.999120953709,34.3848075,34.2604638,34.5091512,2,2,0,1037978.74992845,1080072.53594123,NA,NA,1059025.64293484,NA,2.8105836467723,NA,1,0,0.511413498347046,NA,0.511413498347046,509,1,0,0,355.87548828125,356.048797607422,20.3830752,45.9995982,355.87548828125,356.048797607422,20.3830752,45.9995982,1
"510",356.157437459054,356.122062576201,356.158108229836,129.929742,73.291776,176.86215,5,2,0,29353471.7580641,31804175.0100549,NA,NA,30578823.3840595,NA,5.66702278368872,NA,1,0,0.137258865972264,NA,0.137258865972264,510,1,0,0,356.123809814453,356.191986083984,118.330638,142.637142,356.123809814453,356.191986083984,118.330638,142.637142,1
"511",357.062205840706,357.056959037791,357.065910281851,35.9146884,33.8570268,38.7940218,4,2,2,13392634.1147028,12400429.5867958,11846616.1617112,11869029.3827681,12896531.8507493,11857822.7722397,5.44018002767395,0.133654726520782,1,1,0.158411557477739,1.65523449675487,7.18581466410752,511,1,1,1,357.004150390625,357.137481689453,21.6917142,44.9561388,357.004150390625,357.137481689453,21.6917142,44.9561388,1
"512",357.011779510884,357.011771787595,357.011787234174,320.897004,320.87247,320.921538,2,2,0,51524059.3551282,51072179.3099843,NA,NA,51298119.3325562,NA,0.622883350036006,NA,1,0,0.0108122902697108,NA,0.0108122902697108,512,1,0,0,357.011535644531,357.011962890625,307.20939,338.157786,357.011535644531,357.011962890625,307.20939,338.157786,1
"513",357.212489768844,357.212472263847,357.21250727384,249.992034,249.939186,250.044882,2,2,0,31347783.6839862,32084334.2481859,NA,NA,31716058.9660861,NA,1.64213308844369,NA,1,0,0.0298962959532901,NA,0.0298962959532901,513,1,0,0,357.212249755859,357.212707519531,235.914816,263.803752,357.212249755859,357.212707519531,235.914816,263.803752,1
"515",358.012002921656,358.012000365057,358.012005478256,320.710626,320.548782,320.87247,2,2,0,8697996.14782829,8538047.35273396,NA,NA,8618021.75028113,NA,1.31237633103129,NA,1,0,0.0713671332451186,NA,0.0713671332451186,515,1,0,0,358.010284423828,358.012786865234,307.20939,336.765912,358.010284423828,358.012786865234,307.20939,336.765912,1
"516",358.134043080869,358.128161987801,358.140938912595,63.929874,59.650395,68.393532,4,2,2,36582132.193381,37809344.7071213,17383829.7179412,18163830.8434276,37195738.4502512,17773830.2806844,2.33298309585479,3.10312451764528,1,1,0.860470811024641,0.951848638297803,7.18696071495397,516,1,1,1,358.097320556641,358.137329101562,43.6903842,72.652158,358.097320556641,358.137329101562,43.6903842,72.652158,1
"517",359.090906521095,359.089649899621,359.09149937078,72.779076,70.109784,75.972048,4,2,2,27216449.5685123,26340280.1701808,11126481.7144196,11777837.5988068,26778364.8693465,11452159.6566132,2.31360400850129,4.02175813668423,1,1,0.410633901335704,0.872818340028331,4.15073801618569,517,1,1,1,359.01904296875,359.141418457031,59.3318988,81.342552,359.01904296875,359.141418457031,59.3318988,81.342552,1
"518",359.245718499176,359.226500577777,359.264614631358,158.411835,140.908704,175.6812,4,2,0,31122089.0664671,1463459.46649466,NA,NA,16292774.2664809,NA,128.718521277165,NA,1,0,15.3122375852743,NA,15.3122375852743,518,1,0,0,359.083038330078,359.239532470703,124.878396,155.835246,359.083038330078,359.239532470703,124.878396,155.835246,1
"519",359.22699972307,359.226889103123,359.227110343017,269.978169,269.85564,270.100698,2,2,0,30884546.2003575,31731010.4297384,NA,NA,31307778.315048,NA,1.9117951794726,NA,1,0,0.0641837724234782,NA,0.0641837724234782,519,1,0,0,359.12158203125,359.228637695312,257.671578,282.27996,359.12158203125,359.228637695312,257.671578,282.27996,1
"520",359.228144170874,359.228108972633,359.228179369115,342.096564,341.948658,342.24447,2,2,0,17921971.2373405,17473879.7431943,NA,NA,17697925.4902674,NA,1.79031454436268,NA,1,0,0.0611437509662691,NA,0.0611437509662691,520,1,0,0,359.121002197266,359.228454589844,329.537166,345.950658,359.121002197266,359.228454589844,329.537166,345.950658,1
"521",360.163782615226,360.133250348457,360.192708578978,57.3241314,34.5091512,79.825974,4,2,0,7602328.39258251,42325700.1568921,NA,NA,24964014.2747373,NA,98.3541003061022,NA,1,0,54.4953246710571,NA,54.4953246710571,521,1,0,0,360.028381347656,360.149291992188,23.0086962,45.3591,360.028381347656,360.149291992188,23.0086962,45.3591,1
"522",360.213091132145,360.212937984126,360.213244280164,191.247123,191.027334,191.466912,2,2,0,35615852.5279798,36106379.4444629,NA,NA,35861115.9862213,NA,0.96721727548296,NA,1,0,0.162527195068147,NA,0.162527195068147,522,1,0,0,360.212005615234,360.259887695312,178.547568,204.025974,360.212005615234,360.259887695312,178.547568,204.025974,1
"523",361.170759897697,361.138127459032,361.207873467349,70.172283,45.9141348,81.112722,6,2,2,32550460.0493767,32355049.5573461,24333693.6193136,24430280.5740739,32452754.8033614,24381987.0966938,0.425776131693774,0.280113718436352,1,1,0.359686311742488,0.917467650793521,8.2222683945156,523,1,1,1,360.955474853516,361.142456054688,58.3416642,81.93093,360.955474853516,361.142456054688,58.3416642,81.93093,1
"524",362.085476685028,362.085474318907,362.085479051149,131.412906,130.856058,131.969754,2,2,0,110138374.872155,111413868.811502,NA,NA,110776121.841829,NA,0.814174028552979,NA,1,0,0.599257727228341,NA,0.599257727228341,524,1,0,0,362.084899902344,362.179473876953,118.829322,142.81758,362.084899902344,362.179473876953,118.829322,142.81758,1
"525",362.17529866976,362.158485402033,362.191552337749,61.1297505,57.7400178,64.605414,4,2,2,92754714.3390094,94126797.7476175,48061018.4866142,46335006.8213046,93440756.0433135,47198012.6539593,1.03831510324107,2.58586004859067,1,1,0.112803543262942,0.195217211954477,6.35567174289024,525,1,1,1,362.078491210938,362.191497802734,29.0515158,70.740282,362.078491210938,362.191497802734,29.0515158,70.740282,1
"526",363.059585281384,363.05521405815,363.070285959163,37.9328796,34.834506,41.0984136,4,2,2,11051159.4850121,10014422.4010379,7540462.13944108,7568320.96820769,10532790.943025,7554391.55382438,6.96001493195078,0.260764438756331,1,1,0.155032205750317,0.247530952240256,9.36387332147982,526,1,1,1,362.950103759766,363.1142578125,21.2618208,47.2847292,362.950103759766,363.1142578125,21.2618208,47.2847292,1
"527",363.089124275356,363.088953833117,363.089294717594,131.412906,130.856058,131.969754,2,2,0,12763958.2486695,13055217.2839005,NA,NA,12909587.766285,NA,1.59533551823859,NA,1,0,0.599257727228341,NA,0.599257727228341,527,1,0,0,362.954620361328,363.139282226562,118.829322,142.81758,362.954620361328,363.139282226562,118.829322,142.81758,1
"528",363.156587426972,363.156117037576,363.157025317592,66.795819,63.779166,69.864534,4,2,2,101380329.328154,101257550.04153,111988706.238804,107110160.13601,101318939.684842,109549433.187407,0.0856878945149189,3.14894649040864,1,1,0.105722227173583,0.149436045013213,5.1550220033429,528,1,1,1,363.104217529297,363.196105957031,51.9887664,75.229656,363.104217529297,363.196105957031,51.9887664,75.229656,1
"529",364.081018686585,364.080284849682,364.081752523488,34.384863,34.1831382,34.5865878,2,2,0,33562215.7994421,34894116.8035489,NA,NA,34228166.3014955,NA,2.75152406230997,NA,1,0,0.829673068719225,NA,0.829673068719225,529,1,0,0,363.954650878906,364.134460449219,19.521132,47.841141,363.954650878906,364.134460449219,19.521132,47.841141,1
"530",364.151922814535,364.09520937255,364.160022670759,64.929819,38.6530368,70.627524,6,2,2,21081216.4703496,20724861.4819177,23345593.3341046,22226451.0196728,20903038.9761337,22786022.1768887,1.20547557279877,3.47297616716186,1,1,1.8192831144519,0.166242458243708,4.89147708599746,530,1,1,1,364.063873291016,364.197570800781,52.6307682,74.992116,364.063873291016,364.197570800781,52.6307682,74.992116,1
"531",364.947257795422,364.947039580619,364.94742291205,81.217194,77.485158,84.41529,4,2,2,30682559.4022393,27779663.538926,12406448.1965962,10367341.2818885,29231111.4705827,11386894.7392423,7.02216661208006,12.6625068552284,1,1,0.666152141225441,0.167299299188958,4.61829187702625,531,1,1,1,364.946411132812,364.947631835938,63.464418,89.728554,364.946411132812,364.947631835938,63.464418,89.728554,1
"532",365.090694013738,365.073543059319,365.17862504364,41.7556548,34.834506,112.444884,6,2,2,7695331.4824053,8120901.85964882,6560965.74964859,6432317.04992528,7908116.67102706,6496641.39978693,3.80525113803024,1.40023686651635,1,1,0.808001989133717,0.240435227555285,10.1164632658991,532,1,1,1,364.951812744141,365.138458251953,22.5805008,45.5946402,364.951812744141,365.138458251953,22.5805008,45.5946402,1
"533",365.178917984749,365.17891723968,365.178918729818,276.799725,276.490002,277.109448,2,2,0,30319400.6788101,31603373.2223968,NA,NA,30961386.9506035,NA,2.93238056123254,NA,1,0,0.15824237801496,NA,0.15824237801496,533,1,0,0,365.178741455078,365.179046630859,263.803752,291.14076,365.178741455078,365.179046630859,263.803752,291.14076,1
"534",365.946616869351,365.946548403439,365.946685335264,78.332814,78.12666,78.538968,2,2,0,5837286.72394458,5024740.18981733,NA,NA,5431013.45688095,NA,10.5791887439177,NA,1,0,0.37218857315334,NA,0.37218857315334,534,1,0,0,365.945953369141,365.947906494141,65.356044,90.061668,365.945953369141,365.947906494141,65.356044,90.061668,1
"535",366.107482703739,366.107461781115,366.107503626362,198.306378,198.259842,198.352914,2,2,0,19085859.2472214,18981356.1784465,NA,NA,19033607.712834,NA,0.388233432675388,NA,1,0,0.0331869519287972,NA,0.0331869519287972,535,1,0,0,366.093841552734,366.165374755859,183.798972,211.87767,366.093841552734,366.165374755859,183.798972,211.87767,1
"536",366.187342960676,366.187014386439,366.187671534913,332.280195,332.117292,332.443098,2,2,0,19866298.99909,20494493.1775836,NA,NA,20180396.0883368,NA,2.2011478940766,NA,1,0,0.0693329411195465,NA,0.0693329411195465,536,1,0,0,366.178131103516,366.213104248047,315.717024,345.950658,366.178131103516,366.213104248047,315.717024,345.950658,1
"537",366.118859789315,366.118827584436,366.118891994194,46.4383074,46.2351402,46.6414746,2,2,0,6935197.18548345,7047474.20794364,NA,NA,6991335.69671355,NA,1.13557476563965,NA,1,0,0.618717231001762,NA,0.618717231001762,537,1,0,0,365.95556640625,366.139617919922,33.5293962,57.1038942,365.95556640625,366.139617919922,33.5293962,57.1038942,1
"538",366.96822891122,366.962128152796,366.972757042534,38.1356262,34.1831382,41.826645,4,2,2,6070393.42255866,5698177.09934728,7236438.32951021,7718463.90799378,5884285.26095297,7477451.11875199,4.47287435158206,4.55828530120821,1,1,0.829673068719225,0.240435227555285,11.1874976676935,538,1,1,1,366.907989501953,366.996459960938,20.3967612,44.3228928,366.907989501953,366.996459960938,20.3967612,44.3228928,1
"539",367.160394194626,367.159859642682,367.16092874657,200.613312,200.470158,200.756466,2,2,0,40335547.8339845,40837930.334624,NA,NA,40586739.0843043,NA,0.875256502410209,NA,1,0,0.100915700104673,NA,0.100915700104673,539,1,0,0,367.092742919922,367.194976806641,186.789162,215.150052,367.092742919922,367.194976806641,186.789162,215.150052,1
"540",367.143581537239,367.133569584499,367.153593489979,304.75299,302.706882,306.799098,2,2,0,13363280.9675625,19988858.0029849,NA,NA,16676069.4852737,NA,28.0940928865655,NA,1,0,0.949501326854937,NA,0.949501326854937,540,1,0,0,366.960418701172,367.149688720703,287.286648,317.47602,366.960418701172,367.149688720703,287.286648,317.47602,1
"541",367.108931087688,367.108834956075,367.109027219301,130.229343,129.844194,130.614492,2,2,0,14503984.59627,14653833.6745672,NA,NA,14578909.1354186,NA,0.726798544625939,NA,1,0,0.418249011157534,NA,0.418249011157534,541,1,0,0,366.960174560547,367.1494140625,114.351816,143.132082,366.960174560547,367.1494140625,114.351816,143.132082,1
"542",367.146590589196,367.146579892946,367.146601285446,66.835377,66.630792,67.039962,2,2,0,25870054.7980627,25419893.4040151,NA,NA,25644974.1010389,NA,1.24122634363105,NA,1,0,0.43289481505895,NA,0.43289481505895,542,1,0,0,367.118316650391,367.194610595703,54.234018,79.09116,367.118316650391,367.194610595703,54.234018,79.09116,1
"543",368.139402223178,368.138878595474,368.13952058124,91.014768,67.269294,115.11663,4,2,0,16551327.2610605,5577131.90598334,NA,NA,11064229.5835219,NA,70.1352759816003,NA,1,0,36.2617743390302,NA,36.2617743390302,543,1,0,0,367.963287353516,368.144287109375,55.2850896,78.218586,367.963287353516,368.144287109375,55.2850896,78.218586,1
"544",368.142828418971,368.142138138434,368.143518699508,197.43294,197.304786,197.561094,2,2,0,4677471.36642747,4595419.64312214,NA,NA,4636445.5047748,NA,1.25137521615409,NA,1,0,0.0917968019279633,NA,0.0917968019279633,544,1,0,0,367.963073730469,368.146789550781,184.263156,210.330714,367.963073730469,368.146789550781,184.263156,210.330714,1
"545",368.163564538482,368.163163921578,368.163965155386,312.934752,312.706728,313.162776,2,2,0,38749414.6866892,40460782.9531446,NA,NA,39605098.8199169,NA,3.05546543847915,NA,1,0,0.103048520909103,NA,0.103048520909103,545,1,0,0,368.157531738281,368.214996337891,296.61819,329.491098,368.157531738281,368.214996337891,296.61819,329.491098,1
"546",369.035877866975,369.021432554581,369.050711815791,40.528062,37.0582722,44.0806488,4,2,2,7688390.47727302,7877407.27640422,7414789.36952718,7584838.47693549,7782898.87683862,7499813.92323134,1.71729149432476,1.60327813748385,1,1,0.157842462677546,0.266161613373153,9.82366299346205,546,1,1,1,368.95654296875,369.148101806641,25.9838958,47.5202658,368.95654296875,369.148101806641,25.9838958,47.5202658,1
"547",369.152867306845,369.112143576152,369.159663595995,112.444884,70.424904,144.843012,7,2,1,37092417.1969083,37589064.589752,19157121.0997677,NA,37340740.8933301,19157121.0997677,0.940481444494126,NA,1,0.5,0.269715461226681,NA,3.21273470082459,547,1,0,0,369.088226318359,369.153656005859,100.433544,123.788322,369.088226318359,369.153656005859,100.433544,123.788322,1
"548",370.144782564172,370.121823396752,370.166933597149,54.5516568,53.7376638,55.9244646,4,2,2,60179283.8801981,62435665.3686619,25388220.3480712,25293729.5571236,61307474.62443,25340974.9525974,2.60246024030611,0.263664200622477,1,1,0.92820156409516,0.224003547214361,1.91689341543487,548,1,1,1,370.051147460938,370.171295166016,28.4066382,68.393532,370.051147460938,370.171295166016,28.4066382,68.393532,1
"549",370.187113853685,370.186881487813,370.187346219557,184.558734,184.502202,184.615266,2,2,0,25680480.4124553,26311510.487359,NA,NA,25995995.4499072,NA,1.7164399261295,NA,1,0,0.0433186332477019,NA,0.0433186332477019,549,1,0,0,370.156616210938,370.207946777344,171.605328,197.304786,370.156616210938,370.207946777344,171.605328,197.304786,1
"550",370.173080132865,370.173068370945,370.173091894786,267.30372,267.181368,267.426072,2,2,0,45286061.4658063,46324861.0174856,NA,NA,45805461.2416459,NA,1.60361272951909,NA,1,0,0.0647323044301374,NA,0.0647323044301374,550,1,0,0,370.138702392578,370.212036132812,239.776554,279.150078,370.138702392578,370.212036132812,239.776554,279.150078,1
"551",371.027446509453,371.027423332565,371.027469686341,320.710626,320.548782,320.87247,2,2,0,5169016.13563426,5060848.53379437,NA,NA,5114932.33471431,NA,1.49534812506856,NA,1,0,0.0713671332451186,NA,0.0713671332451186,551,1,0,0,371.026885986328,371.027801513672,307.20939,336.418662,371.026885986328,371.027801513672,307.20939,336.418662,1
"552",371.19570751683,371.124177184373,371.197944491924,45.080847,39.8866368,64.817838,6,2,2,8860973.25357942,9486831.51670764,7250204.36541747,6331112.05110046,9173902.38514353,6790658.20825897,4.82399532216816,9.5704479309469,1,1,0.703063034675753,1.40283647821971,6.83692762861298,552,1,1,1,371.152679443359,371.212219238281,29.0515158,52.950768,371.152679443359,371.212219238281,29.0515158,52.950768,1
"553",371.165538859796,371.116346273454,371.213886174699,226.003557,199.667334,252.341358,4,2,0,22032973.534438,14438521.2658885,NA,NA,18235747.4001633,NA,29.4481415027761,NA,1,0,16.4548749279193,NA,16.4548749279193,553,1,0,0,371.094970703125,371.211608886719,185.213466,211.396974,371.094970703125,371.211608886719,185.213466,211.396974,1
"554",372.095791685705,372.095728314227,372.157204238057,113.777748,113.016054,189.680532,3,2,0,4226869.78035053,4402810.74106616,NA,NA,4314840.26070834,NA,2.88328278438001,NA,1,0,0.474967999865455,NA,0.474967999865455,554,1,0,0,372.093933105469,372.116455078125,101.449032,123.788322,372.093933105469,372.116455078125,101.449032,123.788322,1
"555",372.957436488746,372.954072988222,372.960799989269,34.5470511,34.1831382,34.910964,2,2,0,3841920.58513178,3970882.15289703,NA,NA,3906401.36901441,NA,2.33436327876021,NA,1,0,1.48970908461279,NA,1.48970908461279,555,1,0,0,372.857147216797,373.035736083984,20.834997,46.2351402,372.857147216797,373.035736083984,20.834997,46.2351402,1
