"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","blank","sample","LCMS_1","LCMS_2","LCMSMS_1","LCMSMS_2","blank_median_I","sample_median_I","blank_RSD_I","sample_RSD_I","blank_coverage","sample_coverage","blank_RSD_RT","sample_RSD_RT","rsd_all_RT","grpid","blank_valid","sample_valid","all_sample_valid","mzmin_full","mzmax_full","rtmin_full","rtmax_full","mzmin_full.1","mzmax_full.1","rtmin_full.1","rtmax_full.1","xcmsIDx"
"43",134.030207324154,134.02945657495,134.031327506218,37.7125065,34.834506,41.0984136,4,2,2,82089467.2017899,85383011.0061017,45975691.2834955,46343169.3172353,83736239.1039458,46159430.3003654,2.78121776555173,0.562932011733359,1,1,0.808001989133717,1.58011134426463,8.62581729175371,43,1,1,1,134.018661499023,134.04475402832,21.2666292,50.392518,134.018661499023,134.04475402832,21.2666292,50.392518,1
"44",134.098985587005,134.097326557697,134.100651738582,70.066824,66.630792,72.943668,4,2,2,16689161.5871618,16340333.7926558,13546654.0658946,13146125.113975,16514747.6899088,13346389.5899348,1.49356504618146,2.12204758489536,1,1,0.768949788290032,0.164362388271693,4.86118497801784,44,1,1,1,134.059753417969,134.105926513672,52.6307682,78.769044,134.059753417969,134.105926513672,52.6307682,78.769044,1
"45",135.015363268469,135.009369752627,135.022693145466,37.5505671,34.834506,40.331784,4,2,2,69780252.2662652,65729060.8960976,82854878.3309098,84065081.644403,67754656.5811814,83459979.9876564,4.22793802562868,1.02533330311368,1,1,0.155032205750317,0.248717456709705,8.28282449211353,45,1,1,1,134.996429443359,135.023483276367,21.6917142,46.6414746,134.996429443359,135.023483276367,21.6917142,46.6414746,1
"46",136.069990533364,136.067188489481,136.072926991653,67.868517,64.094544,71.396808,4,2,2,378147162.560934,370595573.809076,330708556.964863,322747617.047797,374371368.185005,326728087.00633,1.42633226495367,1.72291113737856,1,1,0.449845172703331,0.161989297149989,5.97976827421812,46,1,1,1,136.013870239258,136.075485229492,52.6307682,76.521168,136.013870239258,136.075485229492,52.6307682,76.521168,1
"47",137.062068625461,137.045409875403,137.078644979434,94.412358,63.779166,127.214454,8,2,2,1874340922.16193,1841650322.43352,27048333.8325484,25785609.985111,1857995622.29773,26416971.9088297,1.24412267023691,3.37995058014398,1,1,0.455402405893958,0.166242458243708,29.3295249241685,47,1,1,1,136.939895629883,137.045562744141,58.3416642,82.686066,136.939895629883,137.045562744141,58.3416642,82.686066,1
"48",138.05468737202,138.054590513918,138.054722947516,47.7103878,44.3228928,50.8435338,4,2,2,658465570.209852,655214375.789056,631841301.098288,614475732.29169,656839972.999454,623158516.694989,0.350000261312163,1.97049564971568,1,1,0.636392582561788,0.203840872667873,7.57862444894552,48,1,1,1,138.017135620117,138.054870605469,32.5570242,56.1521442,138.017135620117,138.054870605469,32.5570242,56.1521442,1
"49",138.048826371115,138.048704393746,138.04897122145,122.701041,118.197192,126.956946,4,2,2,106149957.451031,103805025.121132,108751663.360006,107319384.367588,104977491.286082,108035523.863797,1.57949816820882,0.937445528904289,1,1,0.455402405893958,0.287838657715963,3.83497322030176,49,1,1,1,138.017150878906,138.049011230469,105.907296,130.182198,138.017150878906,138.049011230469,105.907296,130.182198,1
"50",139.0583507489,139.035943658226,139.059408912045,50.7703548,44.3228928,119.2755,6,2,2,51210655.6377816,50237123.9994156,48195149.3511968,48098869.2363502,50723889.8185986,48147009.2937735,1.35713334614147,0.141400936631436,1,1,0.636392582561788,0.203840872667873,7.57862444894552,50,1,1,1,139.0322265625,139.111602783203,32.8786392,56.1521442,139.0322265625,139.111602783203,32.8786392,56.1521442,1
"51",140.067119115062,140.066432148263,140.06784640212,43.6971765,40.833402,46.2952926,4,2,2,72434449.6200174,70649733.543773,174282446.190803,170011285.612119,71542091.5818952,172146865.901461,1.76397532152161,1.75441277592186,1,1,0.689158096794853,0.205363717373154,6.88541899669335,51,1,1,1,140.001495361328,140.070571899414,29.0515158,52.6307682,140.001495361328,140.070571899414,29.0515158,52.6307682,1
"52",141.05881250581,140.999796774486,141.059067656948,47.2847292,47.1993852,49.9356528,3,2,1,13664287.7098115,13714256.3823667,NA,5925119.80254594,13689272.0460891,5925119.80254594,0.258108591104788,NA,1,0.5,0.127740671575971,NA,3.23169087010553,52,1,0,0,140.903381347656,141.048095703125,34.0415226,58.695012,140.903381347656,141.048095703125,34.0415226,58.695012,1
"53",142.04923745855,142.048772296638,142.049753816558,39.7851915,36.7443906,42.5736636,4,2,2,18420115.3087132,18653398.160732,19142165.3716144,18477965.3741266,18536756.7347226,18810065.3728705,0.889885371846291,2.49685640627853,1,1,0.759301730965178,0.240187991301822,8.09112257081486,53,1,1,1,142.026184082031,142.086181640625,24.7452702,48.483009,142.026184082031,142.086181640625,24.7452702,48.483009,1
"54",142.06537554776,142.065286276869,142.065464818651,254.512902,254.468322,254.557482,2,2,0,17796356.6152864,18182340.0599777,NA,NA,17989348.337632,NA,1.51718398045594,NA,1,0,0.0247710980917688,NA,0.0247710980917688,54,1,0,0,142.034545898438,142.122451782227,242.006244,266.849136,142.034545898438,142.122451782227,242.006244,266.849136,1
"55",142.950168392359,142.949577913805,142.950908407539,37.0615656,33.5293962,40.331784,4,2,2,26044377.0987389,24323586.9023959,30392201.8238571,30817003.4516097,25183982.0005674,30604602.6377334,4.83157277036658,0.98148672341399,1,1,0.845992990971835,0.248717456709705,10.2011410353191,55,1,1,1,142.938262939453,143.044937133789,20.3830752,45.2751342,142.938262939453,143.044937133789,20.3830752,45.2751342,1
"56",143.075831541404,143.075804786758,143.075858296051,254.355219,254.242116,254.468322,2,2,0,24465978.832827,24725454.3374336,NA,NA,24595716.5851303,NA,0.74597090198225,NA,1,0,0.0628852032892855,NA,0.0628852032892855,56,1,0,0,143.07258605957,143.106506347656,242.006244,266.849136,143.07258605957,143.106506347656,242.006244,266.849136,1
"57",144.080338524353,144.080315883689,144.080361165016,254.355219,254.242116,254.468322,2,2,0,161605879.203954,167129456.554927,NA,NA,164367667.87944,NA,2.37623314345879,NA,1,0,0.0628852032892855,NA,0.0628852032892855,57,1,0,0,144.047439575195,144.080627441406,242.006244,266.849136,144.047439575195,144.080627441406,242.006244,266.849136,1
"59",144.927293317592,144.927293317592,144.927293317592,7.632612,7.632612,7.632612,1,1,0,NA,1883350.07790574,NA,NA,1883350.07790574,NA,NA,NA,0.5,0,NA,NA,NA,59,1,0,0,144.926879882812,144.927337646484,0.414251964,23.4446472,144.926879882812,144.927337646484,0.414251964,23.4446472,1
"60",145.079065399652,145.07901550722,145.079115292084,254.355219,254.242116,254.468322,2,2,0,18386865.0849619,19559342.9567573,NA,NA,18973104.0208596,NA,4.36969645571021,NA,1,0,0.0628852032892855,NA,0.0628852032892855,60,1,0,0,145.031280517578,145.101013183594,241.659114,266.518014,145.031280517578,145.101013183594,241.659114,266.518014,1
"61",145.052307472761,145.051599084282,145.054841501818,52.5616278,49.4392668,55.4140188,4,2,2,5867846.3175855,6113909.31054033,4443644.06705827,4437801.05401272,5990877.81406291,4440722.5605355,2.90429576962804,0.0930396819605525,1,1,0.57984745037248,0.175181386196874,6.28088189481584,61,1,1,1,145.047027587891,145.097152709961,36.7443906,61.571022,145.047027587891,145.097152709961,36.7443906,61.571022,1
"62",146.059722714868,146.059712318052,146.059733111683,254.670591,254.557482,254.7837,2,2,0,233988111.784901,237705184.182265,NA,NA,235846647.983583,NA,1.11443903095872,NA,1,0,0.0628106610968796,NA,0.0628106610968796,62,1,0,0,146.059677124023,146.080963134766,242.006244,266.849136,146.059677124023,146.080963134766,242.006244,266.849136,1
"63",146.117335375776,146.11721670947,146.117397226717,43.3807389,40.2020202,46.2952926,4,2,2,624185794.633607,629877989.772366,360505243.328733,350065739.303727,627031892.202986,355285491.31623,0.641911493259464,2.07772179521278,1,1,0.697327083899078,0.205363717373154,7.77693436466254,63,1,1,1,146.026794433594,146.117401123047,28.7288982,51.9887664,146.026794433594,146.117401123047,28.7288982,51.9887664,1
"64",147.043864019987,147.043809416326,147.087075953947,63.984192,41.6846646,70.627524,6,2,2,76192519.5916082,74364981.5713893,61758656.3632741,59873868.2933967,75278750.5814988,60816262.3283354,1.7166391803673,2.19143099935113,1,1,0.453159664560742,0.166242458243708,5.63738702182041,64,1,1,1,147.043685913086,147.044082641602,52.309641,75.55392,147.043685913086,147.044082641602,52.309641,75.55392,1
"65",147.062426754845,147.061747818546,147.063105691143,254.197464,254.152812,254.242116,2,2,0,25022911.4214732,24243289.0251387,NA,NA,24633100.223306,NA,2.23794925614545,NA,1,0,0.0248418937755659,NA,0.0248418937755659,65,1,0,0,147.050003051758,147.11262512207,241.536066,266.424312,147.050003051758,147.11262512207,241.536066,266.424312,1
"66",147.09976922946,147.099487464272,147.100050994649,36.4690533,36.193716,36.7443906,2,2,0,184659988.136799,185652341.130029,NA,NA,185156164.633414,NA,0.378977136534062,NA,1,0,1.06771552495219,NA,1.06771552495219,66,1,0,0,147.028518676758,147.120574951172,23.87688,47.2847292,147.028518676758,147.120574951172,23.87688,47.2847292,1
"68",149.059496268912,149.026183335549,149.064521357706,85.053876,31.923024,144.527892,10,2,2,1453967341.7371,1514332191.73624,1669137911.63194,1698958704.63737,1484149766.73667,1684048308.13465,2.87601667543021,1.25213064569703,1,1,0.338926898671853,0.144857524328026,4.08431723376838,68,1,1,1,149.026107788086,149.026245117188,72.972162,97.102908,149.026107788086,149.026245117188,72.972162,97.102908,1
"69",150.026019809125,150.003492123822,150.05818311751,63.001101,35.4782508,91.376562,10,2,2,672617347.365481,675617416.042604,489162028.86604,495190716.923188,674117381.704043,492176372.894614,0.31468835594428,0.86613792161464,1,1,0.50423507939112,0.17299570147418,5.15313893128458,69,1,1,1,150.05485534668,150.076126098633,45.5946402,69.164166,150.05485534668,150.076126098633,45.5946402,69.164166,1
"70",151.027467647889,150.997890696243,151.06782487177,63.001101,35.7968838,91.376562,10,2,2,38049511.2161533,38026579.0456164,29277119.9744312,29644196.8737106,38038045.1308848,29460658.4240709,0.0426296704738573,0.881048077613053,1,1,0.50423507939112,0.17299570147418,5.15313893128458,70,1,1,1,151.05940246582,151.11164855957,45.5946402,69.164166,151.05940246582,151.11164855957,45.5946402,69.164166,1
"71",151.098531258446,151.098495043303,151.09856747359,125.683773,125.469186,125.89836,2,2,0,10484596.3246227,10420351.6394496,NA,NA,10452473.9820362,NA,0.434613399843688,NA,1,0,0.241456664186034,NA,0.241456664186034,71,1,0,0,151.061065673828,151.111618041992,113.349816,137.563806,151.061065673828,151.111618041992,113.349816,137.563806,1
"72",152.057320725418,152.056472669524,152.057883159426,59.3568789,56.1521442,62.309778,4,2,2,39533224.4801597,39983003.447331,26211421.4446535,26787147.835794,39758113.9637454,26499284.6402237,0.799941762861062,1.53626801934683,1,1,0.512324170764818,0.177807460093599,5.72868173267623,72,1,1,1,152.037139892578,152.070388793945,42.420639,67.903296,152.037139892578,152.070388793945,42.420639,67.903296,1
"73",153.040593331387,153.040390120982,153.040729486174,82.182201,78.769044,84.41529,4,2,2,435851714.374182,432114322.023511,392832685.737142,378180516.546928,433983018.198847,385506601.142035,0.608949051988823,2.68754105968623,1,1,1.22767161414323,0.167299299188958,3.4940652722961,73,1,1,1,153.039993286133,153.127059936523,66.630792,92.075928,153.039993286133,153.127059936523,66.630792,92.075928,1
"74",154.063409892819,154.022674861648,154.071118295144,70.944384,35.7968838,75.972048,6,2,2,93478050.0560762,89108063.6596374,108189301.83003,113690150.452129,91293056.8578568,110939726.14108,3.38475577548685,3.50612670345024,1,1,0.40685928925323,0.872818340028331,3.6411384251259,74,1,1,1,154.024230957031,154.085906982422,58.695012,84.53241,154.024230957031,154.085906982422,58.695012,84.53241,1
"75",155.046222942087,155.044933328675,155.046989425875,38.094819,34.834506,41.0984136,4,2,2,17040827.8710213,16917710.6241848,20046027.4546567,19716635.1245716,16979269.2476031,19881331.2896141,0.512725482172456,1.17152894281114,1,1,0.808001989133717,0.247530952240256,9.10791206678555,75,1,1,1,155.009201049805,155.106552124023,22.577694,45.9141348,155.009201049805,155.106552124023,22.577694,45.9141348,1
"76",156.076170683124,156.076085402542,156.07623784067,43.8160596,39.8866368,48.5632728,4,2,2,568598759.277049,575574266.640209,489345708.143109,464536829.199627,572086512.958629,476941268.671368,0.862182283095428,3.67813139413183,1,1,0.146872680540083,1.32377902057427,10.7674968602816,76,1,1,1,155.952484130859,156.076797485352,28.0832748,51.6686418,155.952484130859,156.076797485352,28.0832748,51.6686418,1
"77",157.068459302785,157.06663397651,157.069778365765,42.7508043,38.9425248,46.2952926,4,2,2,44726838.0884382,45377904.2645423,37969872.0852701,37726213.9026366,45052371.1764902,37848042.9939534,1.02186254819079,0.455221299709635,1,1,0.719093695825901,0.205363717373154,9.59368434039015,77,1,1,1,156.963562011719,157.122161865234,26.7255078,51.0290166,156.963562011719,157.122161865234,26.7255078,51.0290166,1
"78",158.099490095937,158.090977512596,158.107799192181,40.999311,37.685775,44.0806488,4,2,2,38009522.8247962,38953271.5623625,45829048.4233895,45651083.5292649,38481397.1935793,45740065.9763272,1.73416554682857,0.275120249091392,1,1,0.742501426177222,0.266161613373153,8.6314328711586,78,1,1,1,157.992492675781,158.092437744141,25.9838958,49.1208918,157.992492675781,158.092437744141,25.9838958,49.1208918,1
"79",158.921448741037,158.921404786478,158.922018762066,37.4438781,33.8570268,41.0984136,4,2,2,4994706.64900252,4718156.71430244,7717224.85219166,7878748.06575231,4856431.68165248,7797986.45897198,4.02662586404563,1.46466219489733,1,1,0.158411557477739,0.247530952240256,10.9927483042619,79,1,1,1,158.863876342773,158.922027587891,20.3830752,45.2751342,158.863876342773,158.922027587891,20.3830752,45.2751342,1
"80",159.089358556983,159.089264060723,159.089453053244,254.355219,254.242116,254.468322,2,2,0,70606019.8107059,71201378.3599965,NA,NA,70903699.0853512,NA,0.593737806167258,NA,1,0,0.0628852032892855,NA,0.0628852032892855,80,1,0,0,158.996063232422,159.091491699219,242.006244,266.518014,158.996063232422,159.091491699219,242.006244,266.518014,1
"81",159.113956414138,159.113634739208,159.114278089068,111.40134,111.021174,111.781506,2,2,0,10929208.8146164,10908133.1708361,NA,NA,10918670.9927262,NA,0.136488503453074,NA,1,0,0.482611711091737,NA,0.482611711091737,81,1,0,0,159.064498901367,159.157165527344,99.099918,122.41668,159.064498901367,159.157165527344,99.099918,122.41668,1
"82",160.035638854997,160.035491838374,160.038326262865,46.5665667,44.3228928,48.5632728,4,2,2,12319595.4282857,12065866.4311685,25902231.4201543,25363537.6819271,12192730.9297271,25632884.5510407,1.47147915819082,1.48603640189091,1,1,0.636392582561788,0.224207249207119,4.93460304913833,82,1,1,1,159.997787475586,160.04524230957,32.8786392,56.1521442,159.997787475586,160.04524230957,32.8786392,56.1521442,1
"83",160.074881230479,160.074811956244,160.074950504713,254.670591,254.557482,254.7837,2,2,0,19462996.3702947,19440119.0780549,NA,NA,19451557.7241748,NA,0.0831639743578537,NA,1,0,0.0628106610968796,NA,0.0628106610968796,83,1,0,0,160.045135498047,160.07551574707,242.006244,267.181368,160.045135498047,160.07551574707,242.006244,267.181368,1
"84",160.901154660705,160.901113381324,160.901195940087,8.2446054,8.058138,8.4310728,2,2,0,1923018.61932015,1879129.65208544,NA,NA,1901074.13570279,NA,1.63245534553903,NA,1,0,3.19851239964072,NA,3.19851239964072,84,1,0,0,160.900665283203,160.901275634766,0.332560938,25.5880068,160.900665283203,160.901275634766,0.332560938,25.5880068,1
"85",162.110871813894,162.110686917174,162.111056481657,41.9871204,39.257262,44.7995376,4,2,2,667537894.564476,682840975.509136,496033913.382248,487947681.603759,675189435.036806,491990797.493004,1.60264834541225,1.16218216965676,1,1,0.149906443545875,0.262295199499868,7.44819125870675,85,1,1,1,162.039321899414,162.112289428711,27.423519,51.0290166,162.039321899414,162.112289428711,27.423519,51.0290166,1
"86",163.048307963375,163.046134710678,163.050204676194,88.223637,84.850038,91.376562,4,2,2,97681726.4723177,102477176.449805,96201169.8772005,98210484.680894,100079451.461061,97205827.2790473,3.38820322095919,1.46164089437922,1,1,0.338926898671853,0.144857524328026,4.08431723376838,86,1,1,1,163.041656494141,163.132583618164,73.612908,97.102908,163.041656494141,163.132583618164,73.612908,97.102908,1
"87",163.103558710185,163.103051495459,163.104065924912,38.8271061,38.6280042,39.026208,2,2,0,56404627.9210874,57305272.7016658,NA,NA,56854950.3113766,NA,1.12013470823459,NA,1,0,0.72519596631554,NA,0.72519596631554,87,1,0,0,162.950576782227,163.132614135742,27.423519,49.1208918,162.950576782227,163.132614135742,27.423519,49.1208918,1
"88",164.041231223495,164.035647960692,164.062989004748,85.167168,36.7443906,116.198436,9,2,2,5311329.02264733,5669155.92507739,6256839.3977544,23141405.6266208,5490242.47386236,14699122.5121876,4.60857294379706,81.2238367829478,1,1,0.338292555797839,65.7673897064714,36.8205054669464,88,1,1,1,163.999755859375,164.045196533203,29.960895,54.5086626,163.999755859375,164.045196533203,29.960895,54.5086626,1
"89",164.931041099619,164.929981664987,164.932007093056,37.225317,33.8570268,40.331784,4,2,2,38235519.4380687,36653266.9754871,44606234.834488,45555104.4925582,37444393.2067779,45080669.6635231,2.98795453744458,1.48833674098335,1,1,0.837591156012315,0.248717456709705,9.64780821993162,89,1,1,1,164.909210205078,164.992370605469,20.3967612,45.2751342,164.909210205078,164.992370605469,20.3967612,45.2751342,1
"90",165.054411588199,165.054277998051,165.054493582072,67.325445,64.094544,70.627524,4,2,2,178529151.285203,172467697.002659,157329282.103013,157204927.610844,175498424.143931,157267104.856928,2.44224154601184,0.0559124584658519,1,1,0.10436960431836,0.166242458243708,5.49042854233896,90,1,1,1,164.984008789062,165.090850830078,52.309641,75.55392,164.984008789062,165.090850830078,52.309641,75.55392,1
"92",166.085958164209,166.085953097656,166.085963230762,144.301863,144.075834,144.527892,2,2,0,3251091703.7259,3254001852.82284,NA,NA,3252546778.27437,NA,0.0632669197705217,NA,1,0,0.221517082762573,NA,0.221517082762573,92,1,0,0,166.071960449219,166.086029052734,131.861808,156.397074,166.071960449219,166.086029052734,131.861808,156.397074,1
"93",167.088901900611,167.088893797889,167.088910003332,144.144549,143.761206,144.527892,2,2,0,316924056.501494,317812615.242226,NA,NA,317368335.87186,NA,0.197973723285269,NA,1,0,0.37610084696356,NA,0.37610084696356,93,1,0,0,167.007583618164,167.106430053711,131.861808,156.397074,167.007583618164,167.106430053711,131.861808,156.397074,1
"94",168.052504377743,168.04031639194,168.071796235583,82.026069,37.685775,84.41529,6,2,2,20590794.318008,21094884.6965572,5892375.295481,5708905.68438321,20842839.5072826,5800640.4899321,1.71015914064155,2.2365220939667,1,1,2.28426176874884,0.820707687114102,1.91859996913474,94,1,1,1,167.996276855469,168.048675537109,68.244408,95.851296,167.996276855469,168.048675537109,68.244408,95.851296,1
"95",168.093988298417,168.093984206615,168.093992390219,143.67273,143.446698,143.898762,2,2,0,10744303.6605624,10667522.5719695,NA,NA,10705913.116266,NA,0.507125621339171,NA,1,0,0.222490043817167,NA,0.222490043817167,95,1,0,0,168.089721679688,168.122924804688,130.519176,155.362182,168.089721679688,168.122924804688,130.519176,155.362182,1
"96",169.061718533797,169.061020921785,169.062428425655,39.627693,36.4297782,42.5736636,4,2,2,111138747.071373,112667076.959927,119898437.549937,117714346.749942,111902912.01565,118806392.149939,0.965741113095912,1.29991778005916,1,1,0.765085197367203,0.240187991301822,8.58204798868938,96,1,1,1,169.057830810547,169.122177124023,24.3143838,48.483009,169.057830810547,169.122177124023,24.3143838,48.483009,1
"97",170.061143889987,170.061098749629,170.061189030345,254.355219,254.242116,254.468322,2,2,0,69191326.9420514,71397439.0327621,NA,NA,70294382.9874067,NA,2.21917705669115,NA,1,0,0.0628852032892855,NA,0.0628852032892855,97,1,0,0,170.059631347656,170.096221923828,242.006244,266.849136,170.059631347656,170.096221923828,242.006244,266.849136,1
"98",170.092120597156,170.09199819008,170.092219372272,58.0206921,54.234018,61.541034,4,2,2,467645702.404059,470920864.02487,273152224.186267,267899037.578791,469283283.214465,270525630.882529,0.493494883451701,1.37309128930488,1,1,0.532969880618773,0.165642962407513,7.00997748414185,98,1,1,1,170.074234008789,170.09211730957,41.783133,66.630792,170.074234008789,170.09211730957,41.783133,66.630792,1
"99",171.060590086868,171.019655939181,171.101584515306,47.1225936,40.1901702,54.3238548,4,2,2,39002091.928585,38897271.1567312,6818333.11121342,6973315.11592717,38949681.5426581,6895824.11357029,0.190295467514559,1.58920565098689,1,1,0.536290580659147,0.248717456709705,16.9584993411374,99,1,1,1,170.980590820312,171.04557800293,27.3304008,52.214286,170.980590820312,171.04557800293,27.3304008,52.214286,1
"100",172.048939512469,172.044276677429,172.05420792709,60.4551855,57.1038942,63.683916,4,2,2,29911337.9250517,29847361.3924211,28476271.3552443,32605030.7018036,29879349.6587364,30540651.028524,0.151403027765255,9.55930418481496,1,1,0.89613638156114,0.675799111176159,5.68593997983728,100,1,1,1,172.03971862793,172.09684753418,44.6391402,69.479274,172.03971862793,172.09684753418,44.6391402,69.479274,1
"101",173.05246130413,173.049235565395,173.056474227614,42.6831192,39.5721396,45.5280288,4,2,2,38221159.1659285,38882942.8717009,24154648.6753077,23997113.5896109,38552051.0188147,24075881.1324593,1.21381802955707,0.462679337708,1,1,0.70661437022503,0.204315619922487,7.72099360885757,101,1,1,1,172.979476928711,173.092102050781,27.7560216,51.9887664,172.979476928711,173.092102050781,27.7560216,51.9887664,1
"102",173.080707217125,173.080592761927,173.080821672323,125.183535,124.801938,125.565132,2,2,0,26075415.5965024,25684872.6200188,NA,NA,25880144.1082606,NA,1.06705583191925,NA,1,0,0.431094754402714,NA,0.431094754402714,102,1,0,0,173.077407836914,173.128189086914,113.016054,137.234202,173.077407836914,173.128189086914,113.016054,137.234202,1
"103",174.079841636415,174.078371037533,174.080232834304,55.5314406,52.6307682,58.478901,4,2,2,26570365.6881485,26750481.7107239,19334761.8607362,18547524.1298517,26660423.6994362,18941142.995294,0.477716567445647,2.93889940038285,1,1,0.121415765842035,0.166136966966737,5.9618054360731,103,1,1,1,174.035583496094,174.131149291992,40.833402,64.40892,174.035583496094,174.131149291992,40.833402,64.40892,1
"104",175.113237783279,175.110814702715,175.115656215183,40.999311,37.9997628,44.7995376,4,2,2,1206336938.27697,1227819293.30806,1565601470.58443,1496736210.29797,1217078115.79251,1531168840.4412,1.2480972849015,3.18025623632062,1,1,0.155806464918784,1.40999721381727,8.89408507279068,104,1,1,1,175.003051757812,175.118804931641,25.9838958,50.0750052,175.003051757812,175.118804931641,25.9838958,50.0750052,1
"105",176.114665730067,176.111704124831,176.117170151549,41.3133684,38.6280042,44.0806488,4,2,2,116719522.475652,119259401.419691,104852041.847195,99952668.2702881,117989461.947671,102402355.058742,1.52214070229426,3.38310606021702,1,1,0.153043946441248,0.266161613373153,7.44438202533875,105,1,1,1,176.00260925293,176.122207641602,25.9838958,50.7107658,176.00260925293,176.122207641602,25.9838958,50.7107658,1
"106",177.098843887764,177.096711098628,177.1009766769,36.9427389,36.7443906,37.1410872,2,2,0,10810930.5201082,10708201.5282701,NA,NA,10759566.0241891,NA,0.675123574593102,NA,1,0,0.759301730965178,NA,0.759301730965178,106,1,0,0,177.050201416016,177.142395019531,23.012628,50.392518,177.050201416016,177.142395019531,23.012628,50.392518,1
"107",178.057245006815,178.057108181833,178.057362357306,42.0541836,38.313393,45.5280288,4,2,2,116579262.697271,117935211.734115,109199679.276284,107208995.879736,117257237.215693,108204337.57801,0.817690047678199,1.30089584244234,1,1,0.731308641702184,0.204315619922487,9.56505254077832,107,1,1,1,177.960388183594,178.058578491211,26.7255078,50.0750052,177.960388183594,178.058578491211,26.7255078,50.0750052,1
"108",178.995272296728,178.984820990483,179.005170239411,37.873755,35.1575082,40.331784,4,2,2,40863556.142702,40871799.1491615,44195123.0310744,43193512.7582701,40867677.6459318,43694317.8946722,0.0142623366450455,1.62090965171551,1,1,0.799616045820155,0.248717456709705,7.50176864288495,108,1,1,1,178.950103759766,179.142608642578,21.7014042,46.5561408,178.950103759766,179.142608642578,21.7014042,46.5561408,1
"109",180.046561270175,180.041409459833,180.046937598387,40.8422484,37.685775,44.0806488,4,2,2,19148152.7446335,19641753.6755582,13014752.1697337,13255496.6175402,19394953.2100959,13135124.3936369,1.7995844675469,1.29600623850563,1,1,0.156845925888636,0.266161613373153,8.86115229855929,109,1,1,1,179.973983764648,180.087005615234,25.5880068,50.0750052,179.973983764648,180.087005615234,25.5880068,50.0750052,1
"110",180.09742200436,180.096812423753,180.098031584967,254.670591,254.557482,254.7837,2,2,0,8328601.45845718,8300797.49312081,NA,NA,8314699.475789,NA,0.23645319341329,NA,1,0,0.0628106610968796,NA,0.0628106610968796,110,1,0,0,180.086227416992,180.1591796875,242.352378,267.181368,180.086227416992,180.1591796875,242.352378,267.181368,1
"111",180.106798158248,180.106279560575,180.107316755921,185.090556,184.855704,185.325408,2,2,0,6964958.47205777,6893700.198603,NA,NA,6929329.33533038,NA,0.727158516172817,NA,1,0,0.17944237173854,NA,0.17944237173854,111,1,0,0,180.086273193359,180.1591796875,171.949326,197.561094,180.086273193359,180.1591796875,171.949326,197.561094,1
